month,state,district,demo_age_5_17,demo_age_17_
2025-10-01,Gujarat,Arvalli,116,532
2025-10-01,Gujarat,Banas Kantha,14,38
2025-10-01,Gujarat,Banaskantha,608,4664
2025-10-01,Gujarat,Bharuch,371,2724
2025-10-01,Gujarat,Bhavnagar,485,3762
2025-10-01,Gujarat,Botad,114,562
2025-10-01,Gujarat,Chhotaudepur,138,608
2025-10-01,Gujarat,Dahod,343,2621
2025-10-01,Gujarat,Devbhumi Dwarka,59,497
2025-10-01,Gujarat,Dohad,58,539
2025-10-01,Gujarat,Gandhinagar,283,2442
2025-10-01,Gujarat,Gir Somnath,189,939
2025-10-01,Gujarat,Jamnagar,332,3173
2025-10-01,Gujarat,Junagadh,279,2623
2025-10-01,Gujarat,Kachchh,416,3531
2025-10-01,Gujarat,Kheda,411,3172
2025-10-01,Gujarat,Mahesana,310,2681
2025-10-01,Gujarat,Mahisagar,69,624
2025-10-01,Gujarat,Morbi,192,1009
2025-10-01,Gujarat,Narmada,99,596
2025-10-01,Gujarat,Navsari,253,2142
2025-10-01,Gujarat,Panch Mahals,2,51
2025-10-01,Gujarat,Panchmahals,231,2669
2025-10-01,Gujarat,Patan,248,2290
2025-10-01,Gujarat,Porbandar,133,1245
2025-10-01,Gujarat,Rajkot,532,6207
2025-10-01,Gujarat,Sabar Kantha,11,84
2025-10-01,Gujarat,Sabarkantha,333,2727
2025-10-01,Gujarat,Surat,1464,14611
2025-10-01,Gujarat,Surendra Nagar,218,2139
2025-10-01,Gujarat,Surendranagar,0,97
2025-10-01,Gujarat,Tapi,213,758
2025-10-01,Gujarat,The Dangs,96,683
2025-10-01,Gujarat,Vadodara,940,6531
2025-10-01,Gujarat,Valsad,453,2514
2025-10-01,Haryana,Ambala,238,2310
2025-10-01,Haryana,Bhiwani,329,3300
2025-10-01,Haryana,Charkhi Dadri,160,1014
2025-10-01,Haryana,Faridabad,793,6845
2025-10-01,Haryana,Fatehabad,280,2204
2025-10-01,Haryana,Gurgaon,779,6584
2025-10-01,Haryana,Hisar,500,4546
2025-10-01,Haryana,Jhajjar,254,2445
2025-10-01,Haryana,Jind,281,2962
2025-10-01,Haryana,Kaithal,285,1987
2025-10-01,Haryana,Karnal,436,2639
2025-10-01,Haryana,Kurukshetra,231,1969
2025-10-01,Haryana,Mahendragarh,226,1924
2025-10-01,Haryana,Mewat,350,4626
2025-10-01,Haryana,Palwal,417,4097
2025-10-01,Haryana,Panchkula,272,2045
2025-10-01,Haryana,Panipat,444,3216
2025-10-01,Haryana,Rewari,391,3439
2025-10-01,Haryana,Rohtak,247,1551
2025-10-01,Haryana,Sirsa,326,3998
2025-10-01,Haryana,Sonipat,432,3355
2025-10-01,Haryana,Yamuna Nagar,333,3100
2025-10-01,Haryana,Yamunanagar,3,61
2025-10-01,Himachal Pradesh,Bilaspur,125,600
2025-10-01,Himachal Pradesh,Chamba,288,1793
2025-10-01,Himachal Pradesh,Hamirpur,99,825
2025-10-01,Himachal Pradesh,Kangra,429,3302
2025-10-01,Himachal Pradesh,Kinnaur,27,129
2025-10-01,Himachal Pradesh,Kullu,144,1053
2025-10-01,Himachal Pradesh,Lahaul and Spiti,0,5
2025-10-01,Himachal Pradesh,Lahul & Spiti,0,55
2025-10-01,Himachal Pradesh,Lahul and Spiti,11,27
2025-10-01,Himachal Pradesh,Mandi,293,1590
2025-10-01,Himachal Pradesh,Shimla,207,1430
2025-10-01,Himachal Pradesh,Sirmaur,185,1127
2025-10-01,Himachal Pradesh,Solan,147,883
2025-10-01,Himachal Pradesh,Una,120,933
2025-10-01,Jammu & Kashmir,Anantnag,0,2
2025-10-01,Jammu & Kashmir,Baramula,0,20
2025-10-01,Jammu & Kashmir,Jammu,1,24
2025-10-01,Jammu & Kashmir,Kathua,0,3
2025-10-01,Jammu & Kashmir,Kupwara,0,1
2025-10-01,Jammu & Kashmir,Leh (ladakh),2,1
2025-10-01,Jammu & Kashmir,Punch,0,1
2025-10-01,Jammu & Kashmir,Srinagar,0,2
2025-10-01,Jammu and Kashmir,Anantnag,392,2716
2025-10-01,Jammu and Kashmir,Badgam,64,1015
2025-10-01,Jammu and Kashmir,Bandipore,206,982
2025-10-01,Jammu and Kashmir,Baramula,303,2224
2025-10-01,Jammu and Kashmir,Budgam,238,370
2025-10-01,Jammu and Kashmir,Doda,101,1279
2025-10-01,Jammu and Kashmir,Ganderbal,82,560
2025-10-01,Jammu and Kashmir,Jammu,252,3714
2025-10-01,Jammu and Kashmir,Kargil,46,133
2025-10-01,Jammu and Kashmir,Kathua,144,1653
2025-10-01,Jammu and Kashmir,Kishtwar,52,343
2025-10-01,Jammu and Kashmir,Kulgam,126,421
2025-10-01,Jammu and Kashmir,Kupwara,458,2473
2025-10-01,Jammu and Kashmir,Leh,32,125
2025-10-01,Jammu and Kashmir,Pulwama,204,1158
2025-10-01,Jammu and Kashmir,Punch,247,1194
2025-10-01,Jammu and Kashmir,Rajouri,191,1588
2025-10-01,Jammu and Kashmir,Ramban,174,492
2025-10-01,Jammu and Kashmir,Reasi,104,660
2025-10-01,Jammu and Kashmir,Samba,48,357
2025-10-01,Jammu and Kashmir,Shupiyan,155,484
2025-10-01,Jammu and Kashmir,Srinagar,312,4321
2025-10-01,Jammu and Kashmir,Udhampur,96,1440
2025-10-01,Jharkhand,Bokaro,443,4406
2025-10-01,Jharkhand,Chatra,356,3058
2025-10-01,Jharkhand,Deoghar,396,4288
2025-10-01,Jharkhand,Dhanbad,631,6688
2025-10-01,Jharkhand,Dumka,417,5518
2025-10-01,Jharkhand,East Singhbhum,378,4670
2025-10-01,Jharkhand,Garhwa,399,3586
2025-10-01,Jharkhand,Garhwa *,8,381
2025-10-01,Jharkhand,Giridih,836,6447
2025-10-01,Jharkhand,Godda,407,6352
2025-10-01,Jharkhand,Gumla,447,4630
2025-10-01,Jharkhand,Hazaribag,31,818
2025-10-01,Jharkhand,Hazaribagh,585,4334
2025-10-01,Jharkhand,Jamtara,200,3598
2025-10-01,Jharkhand,Khunti,158,2234
2025-10-01,Jharkhand,Kodarma,25,338
2025-10-01,Jharkhand,Koderma,199,1539
2025-10-01,Jharkhand,Latehar,238,2516
2025-10-01,Jharkhand,Lohardaga,143,1265
2025-10-01,Jharkhand,Pakaur,30,361
2025-10-01,Jharkhand,Pakur,336,4540
2025-10-01,Jharkhand,Palamau,15,327
2025-10-01,Jharkhand,Palamu,781,6917
2025-10-01,Jharkhand,Pashchimi Singhbhum,30,1344
2025-10-01,Jharkhand,Purbi Singhbhum,10,635
2025-10-01,Jharkhand,Ramgarh,237,2553
2025-10-01,Jharkhand,Ranchi,764,7211
2025-10-01,Jharkhand,Sahebganj,584,7394
2025-10-01,Jharkhand,Sahibganj,15,228
2025-10-01,Jharkhand,Seraikela-Kharsawan,239,3110
2025-10-01,Jharkhand,Seraikela-kharsawan,23,728
2025-10-01,Jharkhand,Simdega,190,2408
2025-10-01,Jharkhand,West Singhbhum,533,6779
2025-10-01,Karnataka,Bagalkot,1221,4414
2025-10-01,Karnataka,Bagalkot *,32,203
2025-10-01,Karnataka,Ballari,295,1394
2025-10-01,Karnataka,Bangalore,535,7550
2025-10-01,Karnataka,Bangalore Rural,379,3078
2025-10-01,Karnataka,Belagavi,921,4242
2025-10-01,Karnataka,Belgaum,1026,6836
2025-10-01,Karnataka,Bellary,455,3322
2025-10-01,Karnataka,Bengaluru,2839,20811
2025-10-01,Karnataka,Bengaluru Rural,2,11
2025-10-01,Karnataka,Bengaluru South,68,567
2025-10-01,Karnataka,Bidar,656,3831
2025-10-01,Karnataka,Bijapur,385,3243
2025-10-01,Karnataka,Chamarajanagar,19,191
2025-10-01,Karnataka,Chamarajanagar *,0,3
2025-10-01,Karnataka,Chamrajanagar,255,1636
2025-10-01,Karnataka,Chamrajnagar,25,293
2025-10-01,Karnataka,Chickmagalur,147,1509
2025-10-01,Karnataka,Chikkaballapur,394,2840
2025-10-01,Karnataka,Chikkamagaluru,155,958
2025-10-01,Karnataka,Chikmagalur,11,133
2025-10-01,Karnataka,Chitradurga,538,3874
2025-10-01,Karnataka,Dakshina Kannada,1158,6014
2025-10-01,Karnataka,Davanagere,30,489
2025-10-01,Karnataka,Davangere,541,2872
2025-10-01,Karnataka,Dharwad,659,3598
2025-10-01,Karnataka,Gadag,571,2421
2025-10-01,Karnataka,Gadag *,23,121
2025-10-01,Karnataka,Gulbarga,373,3310
2025-10-01,Karnataka,Hasan,93,1514
2025-10-01,Karnataka,Hassan,496,2935
2025-10-01,Karnataka,Haveri,717,3465
2025-10-01,Karnataka,Haveri *,16,96
2025-10-01,Karnataka,Kalaburagi,586,2771
2025-10-01,Karnataka,Kodagu,205,1652
2025-10-01,Karnataka,Kolar,491,3499
2025-10-01,Karnataka,Koppal,558,2856
2025-10-01,Karnataka,Mandya,458,3842
2025-10-01,Karnataka,Mysore,243,3538
2025-10-01,Karnataka,Mysuru,434,2947
2025-10-01,Karnataka,Raichur,666,4365
2025-10-01,Karnataka,Ramanagar,334,2754
2025-10-01,Karnataka,Shimoga,180,2090
2025-10-01,Karnataka,Shivamogga,399,1956
2025-10-01,Karnataka,Tumakuru,396,2534
2025-10-01,Karnataka,Tumkur,374,3253
2025-10-01,Karnataka,Udupi,596,3245
2025-10-01,Karnataka,Uttara Kannada,431,3320
2025-10-01,Karnataka,Vijayanagara,211,1415
2025-10-01,Karnataka,Vijayapura,630,2489
2025-10-01,Karnataka,Yadgir,656,2450
2025-10-01,Karnataka,yadgir,33,336
2025-10-01,Kerala,Alappuzha,603,6429
2025-10-01,Kerala,Ernakulam,1105,10232
2025-10-01,Kerala,Idukki,369,2630
2025-10-01,Kerala,Kannur,815,8128
2025-10-01,Kerala,Kasaragod,371,3909
2025-10-01,Kerala,Kasargod,12,344
2025-10-01,Kerala,Kollam,892,8388
2025-10-01,Kerala,Kottayam,531,5463
2025-10-01,Kerala,Kozhikode,1582,10874
2025-10-01,Kerala,Malappuram,1802,19105
2025-10-01,Kerala,Palakkad,798,7739
2025-10-01,Kerala,Pathanamthitta,396,3462
2025-10-01,Kerala,Thiruvananthapuram,912,9363
2025-10-01,Kerala,Thrissur,979,9342
2025-10-01,Kerala,Wayanad,325,2361
2025-10-01,Ladakh,Kargil,50,120
2025-10-01,Ladakh,Leh,34,135
2025-10-01,Lakshadweep,Lakshadweep,38,204
2025-10-01,Madhya Pradesh,Agar Malwa,48,446
2025-10-01,Madhya Pradesh,Alirajpur,156,1592
2025-10-01,Madhya Pradesh,Anuppur,205,1379
2025-10-01,Madhya Pradesh,Ashok Nagar,265,2156
2025-10-01,Madhya Pradesh,Balaghat,412,3197
2025-10-01,Madhya Pradesh,Barwani,587,3702
2025-10-01,Madhya Pradesh,Betul,666,2419
2025-10-01,Madhya Pradesh,Bhind,530,3487
2025-10-01,Madhya Pradesh,Bhopal,770,5250
2025-10-01,Madhya Pradesh,Burhanpur,216,885
2025-10-01,Madhya Pradesh,Chhatarpur,615,4349
2025-10-01,Madhya Pradesh,Chhindwara,565,3297
2025-10-01,Madhya Pradesh,Damoh,381,3082
2025-10-01,Madhya Pradesh,Datia,309,2109
2025-10-01,Madhya Pradesh,Dewas,231,2334
2025-10-01,Madhya Pradesh,Dhar,511,4501
2025-10-01,Madhya Pradesh,Dindori,255,1387
2025-10-01,Madhya Pradesh,East Nimar,95,855
2025-10-01,Madhya Pradesh,Guna,259,2582
2025-10-01,Madhya Pradesh,Gwalior,715,4301
2025-10-01,Madhya Pradesh,Harda,63,496
2025-10-01,Madhya Pradesh,Harda *,11,143
2025-10-01,Madhya Pradesh,Hoshangabad,229,947
2025-10-01,Madhya Pradesh,Indore,953,7881
2025-10-01,Madhya Pradesh,Jabalpur,677,5535
2025-10-01,Madhya Pradesh,Jhabua,437,3944
2025-10-01,Madhya Pradesh,Katni,631,3838
2025-10-01,Madhya Pradesh,Khandwa,172,899
2025-10-01,Madhya Pradesh,Khargone,350,2847
2025-10-01,Madhya Pradesh,Maihar,12,401
2025-10-01,Madhya Pradesh,Mandla,423,2373
2025-10-01,Madhya Pradesh,Mandsaur,402,2956
2025-10-01,Madhya Pradesh,Mauganj,17,451
2025-10-01,Madhya Pradesh,Morena,625,5133
2025-10-01,Madhya Pradesh,Narmadapuram,28,453
2025-10-01,Madhya Pradesh,Narsimhapur,45,464
2025-10-01,Madhya Pradesh,Narsinghpur,240,1594
2025-10-01,Madhya Pradesh,Neemuch,235,1914
2025-10-01,Madhya Pradesh,Niwari,11,141
2025-10-01,Madhya Pradesh,Pandhurna,3,98
2025-10-01,Madhya Pradesh,Panna,348,3035
2025-10-01,Madhya Pradesh,Raisen,412,3196
2025-10-01,Madhya Pradesh,Rajgarh,332,2601
2025-10-01,Madhya Pradesh,Ratlam,397,3210
2025-10-01,Madhya Pradesh,Rewa,935,8237
2025-10-01,Madhya Pradesh,Sagar,474,4572
2025-10-01,Madhya Pradesh,Satna,804,5736
2025-10-01,Madhya Pradesh,Sehore,232,1581
2025-10-01,Madhya Pradesh,Seoni,440,2982
2025-10-01,Madhya Pradesh,Shahdol,433,2967
2025-10-01,Madhya Pradesh,Shajapur,252,2301
2025-10-01,Madhya Pradesh,Sheopur,225,1795
2025-10-01,Madhya Pradesh,Shivpuri,394,4059
2025-10-01,Madhya Pradesh,Sidhi,517,4372
2025-10-01,Madhya Pradesh,Singrauli,625,4656
2025-10-01,Madhya Pradesh,Tikamgarh,380,3499
2025-10-01,Madhya Pradesh,Ujjain,597,4653
2025-10-01,Madhya Pradesh,Umaria,212,1844
2025-10-01,Madhya Pradesh,Vidisha,417,2857
2025-10-01,Madhya Pradesh,West Nimar,30,268
2025-10-01,Maharashtra,Ahmadnagar,1110,33672
2025-10-01,Maharashtra,Ahmed Nagar,15,871
2025-10-01,Maharashtra,Akola,363,7136
2025-10-01,Maharashtra,Amravati,682,12566
2025-10-01,Maharashtra,Aurangabad,746,27135
2025-10-01,Maharashtra,Beed,926,29865
2025-10-01,Maharashtra,Bhandara,221,7538
2025-10-01,Maharashtra,Bid,27,3107
2025-10-01,Maharashtra,Buldana,32,4515
2025-10-01,Maharashtra,Buldhana,445,18073
2025-10-01,Maharashtra,Chandrapur,341,23119
2025-10-01,Maharashtra,Chatrapati Sambhaji Nagar,47,284
2025-10-01,Maharashtra,Chhatrapati Sambhajinagar,184,1575
2025-10-01,Maharashtra,Dharashiv,22,343
2025-10-01,Maharashtra,Dhule,387,11018
2025-10-01,Maharashtra,Gadchiroli,222,10115
2025-10-01,Maharashtra,Gondia,7,279
2025-10-01,Maharashtra,Gondiya,387,13960
2025-10-01,Maharashtra,Gondiya *,5,625
2025-10-01,Maharashtra,Hingoli,305,17000
2025-10-01,Maharashtra,Jalgaon,795,26346
2025-10-01,Maharashtra,Jalna,473,14497
2025-10-01,Maharashtra,Kolhapur,736,17541
2025-10-01,Maharashtra,Latur,627,15485
2025-10-01,Maharashtra,Mumbai,909,15410
2025-10-01,Maharashtra,Mumbai City,432,4180
2025-10-01,Maharashtra,Mumbai Suburban,1545,13600
2025-10-01,Maharashtra,Mumbai( Sub Urban ),9,440
2025-10-01,Maharashtra,Nagpur,1314,18575
2025-10-01,Maharashtra,Nanded,969,42909
2025-10-01,Maharashtra,Nandurbar,254,7015
2025-10-01,Maharashtra,Nandurbar *,0,162
2025-10-01,Maharashtra,Nashik,1381,29033
2025-10-01,Maharashtra,Osmanabad,311,17052
2025-10-01,Maharashtra,Palghar,839,13469
2025-10-01,Maharashtra,Parbhani,592,26094
2025-10-01,Maharashtra,Pune,2613,41971
2025-10-01,Maharashtra,Raigad,268,2999
2025-10-01,Maharashtra,Raigarh,468,13762
2025-10-01,Maharashtra,Raigarh(MH),3,217
2025-10-01,Maharashtra,Ratnagiri,436,7530
2025-10-01,Maharashtra,Sangli,485,9803
2025-10-01,Maharashtra,Satara,574,13696
2025-10-01,Maharashtra,Sindhudurg,192,5134
2025-10-01,Maharashtra,Solapur,859,38032
2025-10-01,Maharashtra,Thane,2690,42563
2025-10-01,Maharashtra,Wardha,196,3443
2025-10-01,Maharashtra,Washim,155,6441
2025-10-01,Maharashtra,Washim *,1,121
2025-10-01,Maharashtra,Yavatmal,592,24382
2025-10-01,Manipur,Bishnupur,1318,12839
2025-10-01,Manipur,Chandel,227,1857
2025-10-01,Manipur,Churachandpur,305,3389
2025-10-01,Manipur,Imphal East,1277,7925
2025-10-01,Manipur,Imphal West,656,4464
2025-10-01,Manipur,Jiribam,110,536
2025-10-01,Manipur,Kakching,157,627
2025-10-01,Manipur,Pherzawl,0,61
2025-10-01,Manipur,Senapati,969,4007
2025-10-01,Manipur,Tamenglong,398,1613
2025-10-01,Manipur,Thoubal,1139,8492
2025-10-01,Manipur,Ukhrul,169,1474
2025-10-01,Meghalaya,East Garo Hills,34,606
2025-10-01,Meghalaya,East Jaintia Hills,39,305
2025-10-01,Meghalaya,East Khasi Hills,279,2306
2025-10-01,Meghalaya,Eastern West Khasi Hills,4,46
2025-10-01,Meghalaya,Jaintia Hills,0,7
2025-10-01,Meghalaya,North Garo Hills,20,442
2025-10-01,Meghalaya,Ri Bhoi,136,907
2025-10-01,Meghalaya,South Garo Hills,30,446
2025-10-01,Meghalaya,South West Garo Hills,110,764
2025-10-01,Meghalaya,South West Khasi Hills,42,251
2025-10-01,Meghalaya,West Garo Hills,205,2016
2025-10-01,Meghalaya,West Jaintia Hills,63,566
2025-10-01,Meghalaya,West Khasi Hills,180,1091
2025-10-01,Mizoram,Aizawl,259,1443
2025-10-01,Mizoram,Champhai,86,451
2025-10-01,Mizoram,Hnahthial,1,2
2025-10-01,Mizoram,Khawzawl,3,4
2025-10-01,Mizoram,Kolasib,83,337
2025-10-01,Mizoram,Lawngtlai,49,272
2025-10-01,Mizoram,Lunglei,117,470
2025-10-01,Mizoram,Mamit,46,189
2025-10-01,Mizoram,Mammit,11,125
2025-10-01,Mizoram,Saiha,50,300
2025-10-01,Mizoram,Saitual,1,24
2025-10-01,Mizoram,Serchhip,33,101
2025-10-01,Nagaland,Chumukedima,68,351
2025-10-01,Nagaland,Dimapur,145,1059
2025-10-01,Nagaland,Kiphire,105,222
2025-10-01,Nagaland,Kohima,96,580
2025-10-01,Nagaland,Longleng,75,154
2025-10-01,Nagaland,Meluri,0,6
2025-10-01,Nagaland,Mokokchung,55,346
2025-10-01,Nagaland,Mon,324,647
2025-10-01,Nagaland,Niuland,14,34
2025-10-01,Nagaland,Noklak,14,89
2025-10-01,Nagaland,Peren,186,198
2025-10-01,Nagaland,Phek,75,216
2025-10-01,Nagaland,Shamator,12,68
2025-10-01,Nagaland,Tseminyu,3,16
2025-10-01,Nagaland,Tuensang,108,668
2025-10-01,Nagaland,Wokha,17,137
2025-10-01,Nagaland,Zunheboto,26,275
2025-10-01,ODISHA,NUAPADA,0,10
2025-10-01,Odisha,ANGUL,0,3
2025-10-01,Odisha,ANUGUL,2,13
2025-10-01,Odisha,Angul,828,3094
2025-10-01,Odisha,Anugal,0,1
2025-10-01,Odisha,Anugul,13,219
2025-10-01,Odisha,Balangir,867,3999
2025-10-01,Odisha,Baleshwar,138,1788
2025-10-01,Odisha,Baleswar,1198,3830
2025-10-01,Odisha,Bargarh,906,4579
2025-10-01,Odisha,Baudh,13,250
2025-10-01,Odisha,Bhadrak,996,3610
2025-10-01,Odisha,Boudh,381,1355
2025-10-01,Odisha,Cuttack,718,4067
2025-10-01,Odisha,Debagarh,211,940
2025-10-01,Odisha,Dhenkanal,769,3124
2025-10-01,Odisha,Gajapati,631,2077
2025-10-01,Odisha,Ganjam,1595,8817
2025-10-01,Odisha,JAJPUR,295,1525
2025-10-01,Odisha,Jagatsinghapur,387,1217
2025-10-01,Odisha,Jagatsinghpur,46,934
2025-10-01,Odisha,Jajapur,536,2695
2025-10-01,Odisha,Jajpur,0,39
2025-10-01,Odisha,Jharsuguda,273,1631
2025-10-01,Odisha,Kalahandi,811,5313
2025-10-01,Odisha,Kandhamal,971,2967
2025-10-01,Odisha,Kendrapara,779,3743
2025-10-01,Odisha,Kendujhar,922,4745
2025-10-01,Odisha,Khorda,672,3481
2025-10-01,Odisha,Khordha,31,751
2025-10-01,Odisha,Koraput,805,4492
2025-10-01,Odisha,Malkangiri,846,2244
2025-10-01,Odisha,Mayurbhanj,1618,7233
2025-10-01,Odisha,NUAPADA,0,43
2025-10-01,Odisha,Nabarangapur,878,4338
2025-10-01,Odisha,Nayagarh,474,2326
2025-10-01,Odisha,Nuapada,633,2293
2025-10-01,Odisha,Puri,535,3403
2025-10-01,Odisha,Rayagada,761,3384
2025-10-01,Odisha,Sambalpur,673,3310
2025-10-01,Odisha,Sonapur,469,1391
2025-10-01,Odisha,Subarnapur,38,472
2025-10-01,Odisha,Sundargarh,89,1166
2025-10-01,Odisha,Sundergarh,823,3662
2025-10-01,Odisha,jajpur,2,17
2025-10-01,Orissa,Anugul,2,33
2025-10-01,Orissa,Balangir,49,837
2025-10-01,Orissa,Baleshwar,40,337
2025-10-01,Orissa,Baleswar,0,2
2025-10-01,Orissa,Bargarh,10,132
2025-10-01,Orissa,Baudh,0,3
2025-10-01,Orissa,Bhadrak,33,397
2025-10-01,Orissa,Cuttack,22,307
2025-10-01,Orissa,Dhenkanal,7,94
2025-10-01,Orissa,Gajapati,1,6
2025-10-01,Orissa,Ganjam,52,576
2025-10-01,Orissa,Jagatsinghapur,0,12
2025-10-01,Orissa,Jajapur,1,67
2025-10-01,Orissa,Jharsuguda,1,13
2025-10-01,Orissa,Kalahandi,0,5
2025-10-01,Orissa,Kandhamal,4,45
2025-10-01,Orissa,Kendrapara,3,51
2025-10-01,Orissa,Kendujhar,4,76
2025-10-01,Orissa,Khorda,0,1
2025-10-01,Orissa,Khordha,28,591
2025-10-01,Orissa,Koraput,4,142
2025-10-01,Orissa,Malkangiri,4,38
2025-10-01,Orissa,Mayurbhanj,2,11
2025-10-01,Orissa,Nayagarh,11,100
2025-10-01,Orissa,Puri,10,354
2025-10-01,Orissa,Rayagada,3,113
2025-10-01,Orissa,Sambalpur,0,47
2025-10-01,Orissa,Sonapur,2,13
2025-10-01,Orissa,Subarnapur,0,7
2025-10-01,Orissa,Sundargarh,1,116
2025-10-01,Pondicherry,Karaikal,9,148
2025-10-01,Pondicherry,Pondicherry,116,939
2025-10-01,Pondicherry,Yanam,0,25
2025-10-01,Puducherry,Karaikal,136,413
2025-10-01,Puducherry,Pondicherry,0,3
2025-10-01,Puducherry,Puducherry,425,2024
2025-10-01,Puducherry,Yanam,0,10
2025-10-01,Punjab,Amritsar,447,7919
2025-10-01,Punjab,Barnala,73,2000
2025-10-01,Punjab,Bathinda,221,5088
2025-10-01,Punjab,Faridkot,76,1542
2025-10-01,Punjab,Fatehgarh Sahib,105,1460
2025-10-01,Punjab,Fazilka,135,2558
2025-10-01,Punjab,Ferozepur,149,2648
2025-10-01,Punjab,Firozpur,28,1327
2025-10-01,Punjab,Gurdaspur,290,6731
2025-10-01,Punjab,Hoshiarpur,267,4265
2025-10-01,Punjab,Jalandhar,280,6411
2025-10-01,Punjab,Kapurthala,108,2440
2025-10-01,Punjab,Ludhiana,530,11222
2025-10-01,Punjab,Malerkotla,64,960
2025-10-01,Punjab,Mansa,74,3309
2025-10-01,Punjab,Moga,108,2867
2025-10-01,Punjab,Muktsar,20,618
2025-10-01,Punjab,Nawanshahr,8,696
2025-10-01,Punjab,Pathankot,112,1233
2025-10-01,Punjab,Patiala,259,5562
2025-10-01,Punjab,Rupnagar,90,1464
2025-10-01,Punjab,S.A.S Nagar(Mohali),3,427
2025-10-01,Punjab,SAS Nagar (Mohali),336,4174
2025-10-01,Punjab,Sangrur,152,4483
2025-10-01,Punjab,Shaheed Bhagat Singh Nagar,77,850
2025-10-01,Punjab,Sri Muktsar Sahib,167,2334
2025-10-01,Punjab,Tarn Taran,120,3292
2025-10-01,Rajasthan,Ajmer,818,6067
2025-10-01,Rajasthan,Alwar,1246,9621
2025-10-01,Rajasthan,Banswara,442,6499
2025-10-01,Rajasthan,Baran,302,2836
2025-10-01,Rajasthan,Barmer,591,4322
2025-10-01,Rajasthan,Bharatpur,750,6265
2025-10-01,Rajasthan,Bhilwara,609,5106
2025-10-01,Rajasthan,Bikaner,495,4757
2025-10-01,Rajasthan,Bundi,296,2062
2025-10-01,Rajasthan,Chittaurgarh,17,305
2025-10-01,Rajasthan,Chittorgarh,418,3354
2025-10-01,Rajasthan,Churu,422,3821
2025-10-01,Rajasthan,Dausa,508,3204
2025-10-01,Rajasthan,Deeg,3,8
2025-10-01,Rajasthan,Deeg ,9,129
2025-10-01,Rajasthan,Dhaulpur,2,59
2025-10-01,Rajasthan,Dholpur,592,3868
2025-10-01,Rajasthan,Dungarpur,360,4558
2025-10-01,Rajasthan,Ganganagar,313,3783
2025-10-01,Rajasthan,Hanumangarh,277,3292
2025-10-01,Rajasthan,Jaipur,1645,14310
2025-10-01,Rajasthan,Jaisalmer,133,1355
2025-10-01,Rajasthan,Jalor,331,3814
2025-10-01,Rajasthan,Jalore,2,44
2025-10-01,Rajasthan,Jhalawar,416,3223
2025-10-01,Rajasthan,Jhunjhunu,21,320
2025-10-01,Rajasthan,Jhunjhunun,550,4416
2025-10-01,Rajasthan,Jodhpur,718,6479
2025-10-01,Rajasthan,Karauli,593,3534
2025-10-01,Rajasthan,Kota,437,3972
2025-10-01,Rajasthan,Nagaur,681,5113
2025-10-01,Rajasthan,Pali,353,3347
2025-10-01,Rajasthan,Pratapgarh,162,2272
2025-10-01,Rajasthan,Rajsamand,297,3044
2025-10-01,Rajasthan,Salumbar,2,14
2025-10-01,Rajasthan,Sawai Madhopur,306,2686
2025-10-01,Rajasthan,Sikar,603,5162
2025-10-01,Rajasthan,Sirohi,226,2368
2025-10-01,Rajasthan,Tonk,331,2857
2025-10-01,Rajasthan,Udaipur,687,7475
2025-10-01,Sikkim,East,61,472
2025-10-01,Sikkim,East Sikkim,33,239
2025-10-01,Sikkim,Mangan,0,13
2025-10-01,Sikkim,Namchi,2,27
2025-10-01,Sikkim,North,9,31
2025-10-01,Sikkim,North Sikkim,20,43
2025-10-01,Sikkim,South,18,323
2025-10-01,Sikkim,South Sikkim,19,116
2025-10-01,Sikkim,West,21,226
2025-10-01,Sikkim,West Sikkim,28,156
2025-10-01,Tamil Nadu,Ariyalur,571,1936
2025-10-01,Tamil Nadu,Chengalpattu,315,2727
2025-10-01,Tamil Nadu,Chennai,2780,12975
2025-10-01,Tamil Nadu,Coimbatore,1685,11410
2025-10-01,Tamil Nadu,Cuddalore,1485,7404
2025-10-01,Tamil Nadu,Dharmapuri,1134,3664
2025-10-01,Tamil Nadu,Dindigul,1317,5192
2025-10-01,Tamil Nadu,Erode,1202,6447
2025-10-01,Tamil Nadu,Kallakurichi,212,1168
2025-10-01,Tamil Nadu,Kancheepuram,2652,9827
2025-10-01,Tamil Nadu,Kanniyakumari,1171,3482
2025-10-01,Tamil Nadu,Kanyakumari,579,1861
2025-10-01,Tamil Nadu,Karur,416,2427
2025-10-01,Tamil Nadu,Krishnagiri,1185,4547
2025-10-01,Tamil Nadu,Madurai,2166,7947
2025-10-01,Tamil Nadu,Mayiladuthurai,44,393
2025-10-01,Tamil Nadu,Nagapattinam,566,5166
2025-10-01,Tamil Nadu,Namakkal,1675,4240
2025-10-01,Tamil Nadu,Perambalur,486,1337
2025-10-01,Tamil Nadu,Pudukkottai,982,5353
2025-10-01,Tamil Nadu,Ramanathapuram,907,3645
2025-10-01,Tamil Nadu,Ranipet,37,151
2025-10-01,Tamil Nadu,Salem,2149,10137
2025-10-01,Tamil Nadu,Sivaganga,722,3167
2025-10-01,Tamil Nadu,Tenkasi,253,939
2025-10-01,Tamil Nadu,Thanjavur,1598,6672
2025-10-01,Tamil Nadu,The Nilgiris,352,1712
