month,state,district,bio_age_5_17,bio_age_17_
2025-07-01,Jammu and Kashmir,Bandipore,1696,1428
2025-07-01,Jammu and Kashmir,Baramula,3395,5086
2025-07-01,Jammu and Kashmir,Budgam,2105,682
2025-07-01,Jammu and Kashmir,Doda,2175,2235
2025-07-01,Jammu and Kashmir,Ganderbal,672,904
2025-07-01,Jammu and Kashmir,Jammu,4818,8585
2025-07-01,Jammu and Kashmir,Kargil,61,133
2025-07-01,Jammu and Kashmir,Kathua,3107,2477
2025-07-01,Jammu and Kashmir,Kishtwar,1672,1403
2025-07-01,Jammu and Kashmir,Kulgam,1947,1814
2025-07-01,Jammu and Kashmir,Kupwara,4136,4199
2025-07-01,Jammu and Kashmir,Leh,77,123
2025-07-01,Jammu and Kashmir,Pulwama,1755,1843
2025-07-01,Jammu and Kashmir,Punch,2688,2572
2025-07-01,Jammu and Kashmir,Rajouri,2736,3217
2025-07-01,Jammu and Kashmir,Ramban,1701,1036
2025-07-01,Jammu and Kashmir,Reasi,1805,1339
2025-07-01,Jammu and Kashmir,Samba,640,684
2025-07-01,Jammu and Kashmir,Shupiyan,1266,1025
2025-07-01,Jammu and Kashmir,Srinagar,2891,5789
2025-07-01,Jammu and Kashmir,Udhampur,3351,3265
2025-07-01,Jharkhand,Bokaro,5185,9296
2025-07-01,Jharkhand,Chatra,4787,4216
2025-07-01,Jharkhand,Deoghar,3423,4216
2025-07-01,Jharkhand,Dhanbad,7262,15024
2025-07-01,Jharkhand,Dumka,2484,4172
2025-07-01,Jharkhand,East Singhbhum,5692,10775
2025-07-01,Jharkhand,Garhwa,5104,7977
2025-07-01,Jharkhand,Garhwa *,81,781
2025-07-01,Jharkhand,Giridih,5873,7448
2025-07-01,Jharkhand,Godda,3465,4745
2025-07-01,Jharkhand,Gumla,3065,6254
2025-07-01,Jharkhand,Hazaribag,173,904
2025-07-01,Jharkhand,Hazaribagh,4708,5639
2025-07-01,Jharkhand,Jamtara,1909,2676
2025-07-01,Jharkhand,Khunti,2198,4903
2025-07-01,Jharkhand,Kodarma,141,451
2025-07-01,Jharkhand,Koderma,1770,2938
2025-07-01,Jharkhand,Latehar,2293,3192
2025-07-01,Jharkhand,Lohardaga,1584,3939
2025-07-01,Jharkhand,Pakaur,116,185
2025-07-01,Jharkhand,Pakur,2408,2795
2025-07-01,Jharkhand,Palamau,47,290
2025-07-01,Jharkhand,Palamu,7017,7920
2025-07-01,Jharkhand,Pashchimi Singhbhum,317,1361
2025-07-01,Jharkhand,Purbi Singhbhum,362,2152
2025-07-01,Jharkhand,Ramgarh,2139,2977
2025-07-01,Jharkhand,Ranchi,7872,17411
2025-07-01,Jharkhand,Sahebganj,3175,3250
2025-07-01,Jharkhand,Sahibganj,60,162
2025-07-01,Jharkhand,Seraikela-Kharsawan,2672,5397
2025-07-01,Jharkhand,Seraikela-kharsawan,185,1434
2025-07-01,Jharkhand,Simdega,2174,6899
2025-07-01,Jharkhand,West Singhbhum,5416,9862
2025-07-01,Karnataka,Bagalkot,5407,5595
2025-07-01,Karnataka,Bagalkot *,62,188
2025-07-01,Karnataka,Ballari,3101,1691
2025-07-01,Karnataka,Bangalore,6634,24671
2025-07-01,Karnataka,Bangalore Rural,2382,2926
2025-07-01,Karnataka,Belagavi,5972,3753
2025-07-01,Karnataka,Belgaum,5085,9323
2025-07-01,Karnataka,Bellary,3448,5024
2025-07-01,Karnataka,Bengaluru,18467,26511
2025-07-01,Karnataka,Bidar,5568,5477
2025-07-01,Karnataka,Bijapur,2590,4986
2025-07-01,Karnataka,Chamarajanagar,48,201
2025-07-01,Karnataka,Chamrajanagar,1918,1834
2025-07-01,Karnataka,Chamrajnagar,58,113
2025-07-01,Karnataka,Chickmagalur,641,1620
2025-07-01,Karnataka,Chikkaballapur,2374,2939
2025-07-01,Karnataka,Chikkamagaluru,977,705
2025-07-01,Karnataka,Chikmagalur,13,132
2025-07-01,Karnataka,Chitradurga,3286,4088
2025-07-01,Karnataka,Dakshina Kannada,6511,6864
2025-07-01,Karnataka,Davanagere,92,767
2025-07-01,Karnataka,Davangere,5721,7969
2025-07-01,Karnataka,Dharwad,6382,7756
2025-07-01,Karnataka,Gadag,2609,2287
2025-07-01,Karnataka,Gadag *,35,84
2025-07-01,Karnataka,Gulbarga,2982,6029
2025-07-01,Karnataka,Hasan,204,573
2025-07-01,Karnataka,Hassan,3547,2882
2025-07-01,Karnataka,Haveri,4556,5204
2025-07-01,Karnataka,Haveri *,12,55
2025-07-01,Karnataka,Kalaburagi,6633,4035
2025-07-01,Karnataka,Kodagu,1503,1437
2025-07-01,Karnataka,Kolar,3818,4781
2025-07-01,Karnataka,Koppal,4664,3634
2025-07-01,Karnataka,Mandya,3837,4922
2025-07-01,Karnataka,Mysore,2190,5382
2025-07-01,Karnataka,Mysuru,4660,3898
2025-07-01,Karnataka,Raichur,8671,7143
2025-07-01,Karnataka,Ramanagar,2830,3629
2025-07-01,Karnataka,Shimoga,1030,2737
2025-07-01,Karnataka,Shivamogga,3150,1835
2025-07-01,Karnataka,Tumakuru,3301,2319
2025-07-01,Karnataka,Tumkur,2208,5714
2025-07-01,Karnataka,Udupi,2910,2412
2025-07-01,Karnataka,Uttara Kannada,2723,2918
2025-07-01,Karnataka,Vijayanagara,936,3032
2025-07-01,Karnataka,Vijayapura,4910,2614
2025-07-01,Karnataka,Yadgir,4779,3713
2025-07-01,Karnataka,yadgir,111,414
2025-07-01,Kerala,Alappuzha,3971,8855
2025-07-01,Kerala,Ernakulam,6101,14054
2025-07-01,Kerala,Idukki,1926,4668
2025-07-01,Kerala,Kannur,6637,10952
2025-07-01,Kerala,Kasaragod,4355,6070
2025-07-01,Kerala,Kollam,6012,12839
2025-07-01,Kerala,Kottayam,3545,7956
2025-07-01,Kerala,Kozhikode,6835,17740
2025-07-01,Kerala,Malappuram,10996,20704
2025-07-01,Kerala,Palakkad,6104,15881
2025-07-01,Kerala,Pathanamthitta,2469,6741
2025-07-01,Kerala,Thiruvananthapuram,6293,15207
2025-07-01,Kerala,Thrissur,5688,13187
2025-07-01,Kerala,Wayanad,1696,3838
2025-07-01,Ladakh,Kargil,53,195
2025-07-01,Ladakh,Leh,74,330
2025-07-01,Lakshadweep,Lakshadweep,138,470
2025-07-01,Madhya Pradesh,Agar Malwa,858,1763
2025-07-01,Madhya Pradesh,Alirajpur,7177,4195
2025-07-01,Madhya Pradesh,Anuppur,5326,6621
2025-07-01,Madhya Pradesh,Ashok Nagar,7223,5058
2025-07-01,Madhya Pradesh,Balaghat,6990,8213
2025-07-01,Madhya Pradesh,Barwani,12217,10187
2025-07-01,Madhya Pradesh,Betul,11877,15060
2025-07-01,Madhya Pradesh,Bhind,11030,5430
2025-07-01,Madhya Pradesh,Bhopal,13542,18015
2025-07-01,Madhya Pradesh,Burhanpur,5619,8268
2025-07-01,Madhya Pradesh,Chhatarpur,15951,10810
2025-07-01,Madhya Pradesh,Chhindwara,9622,12301
2025-07-01,Madhya Pradesh,Damoh,11445,9057
2025-07-01,Madhya Pradesh,Datia,4716,3131
2025-07-01,Madhya Pradesh,Dewas,11201,13182
2025-07-01,Madhya Pradesh,Dhar,13926,11048
2025-07-01,Madhya Pradesh,Dindori,4620,3904
2025-07-01,Madhya Pradesh,East Nimar,1979,5068
2025-07-01,Madhya Pradesh,Guna,16354,10832
2025-07-01,Madhya Pradesh,Gwalior,10484,10189
2025-07-01,Madhya Pradesh,Harda,3195,3462
2025-07-01,Madhya Pradesh,Harda *,356,1480
2025-07-01,Madhya Pradesh,Hoshangabad,6210,7834
2025-07-01,Madhya Pradesh,Indore,14457,19258
2025-07-01,Madhya Pradesh,Jabalpur,13814,11994
2025-07-01,Madhya Pradesh,Jhabua,12659,6072
2025-07-01,Madhya Pradesh,Katni,6759,5207
2025-07-01,Madhya Pradesh,Khandwa,6500,4021
2025-07-01,Madhya Pradesh,Khargone,15937,17985
2025-07-01,Madhya Pradesh,Maihar,63,247
2025-07-01,Madhya Pradesh,Mandla,5360,3927
2025-07-01,Madhya Pradesh,Mandsaur,9157,8669
2025-07-01,Madhya Pradesh,Mauganj,10,61
2025-07-01,Madhya Pradesh,Morena,13907,8309
2025-07-01,Madhya Pradesh,Narmadapuram,201,924
2025-07-01,Madhya Pradesh,Narsimhapur,384,1402
2025-07-01,Madhya Pradesh,Narsinghpur,6634,4431
2025-07-01,Madhya Pradesh,Neemuch,6047,4680
2025-07-01,Madhya Pradesh,Niwari,157,190
2025-07-01,Madhya Pradesh,Panna,9743,6825
2025-07-01,Madhya Pradesh,Raisen,10867,8123
2025-07-01,Madhya Pradesh,Rajgarh,14161,14443
2025-07-01,Madhya Pradesh,Ratlam,12437,11016
2025-07-01,Madhya Pradesh,Rewa,18560,11058
2025-07-01,Madhya Pradesh,Sagar,20512,12563
2025-07-01,Madhya Pradesh,Satna,15899,11855
2025-07-01,Madhya Pradesh,Sehore,9373,12005
2025-07-01,Madhya Pradesh,Seoni,6960,6017
2025-07-01,Madhya Pradesh,Shahdol,6589,6905
2025-07-01,Madhya Pradesh,Shajapur,10378,11557
2025-07-01,Madhya Pradesh,Sheopur,5450,3814
2025-07-01,Madhya Pradesh,Shivpuri,22774,18001
2025-07-01,Madhya Pradesh,Sidhi,10101,6514
2025-07-01,Madhya Pradesh,Singrauli,10435,4324
2025-07-01,Madhya Pradesh,Tikamgarh,17617,13037
2025-07-01,Madhya Pradesh,Ujjain,14172,12453
2025-07-01,Madhya Pradesh,Umaria,2441,1766
2025-07-01,Madhya Pradesh,Vidisha,13882,11238
2025-07-01,Madhya Pradesh,West Nimar,436,1285
2025-07-01,Maharashtra,Ahmadnagar,15684,27686
2025-07-01,Maharashtra,Ahmed Nagar,67,444
2025-07-01,Maharashtra,Akola,7359,16443
2025-07-01,Maharashtra,Amravati,13925,32626
2025-07-01,Maharashtra,Aurangabad,18370,29979
2025-07-01,Maharashtra,Beed,15502,22186
2025-07-01,Maharashtra,Bhandara,3016,6842
2025-07-01,Maharashtra,Bid,41,1324
2025-07-01,Maharashtra,Buldana,229,3362
2025-07-01,Maharashtra,Buldhana,11124,17614
2025-07-01,Maharashtra,Chandrapur,7025,14987
2025-07-01,Maharashtra,Chatrapati Sambhaji Nagar,46,243
2025-07-01,Maharashtra,Chhatrapati Sambhajinagar,191,778
2025-07-01,Maharashtra,Dharashiv,12,63
2025-07-01,Maharashtra,Dhule,13620,18986
2025-07-01,Maharashtra,Gadchiroli,4989,9883
2025-07-01,Maharashtra,Gondiya,4090,6029
2025-07-01,Maharashtra,Hingoli,6458,11208
2025-07-01,Maharashtra,Jalgaon,24048,38429
2025-07-01,Maharashtra,Jalna,12373,19535
2025-07-01,Maharashtra,Kolhapur,13465,21236
2025-07-01,Maharashtra,Latur,9541,21878
2025-07-01,Maharashtra,Mumbai,14741,38238
2025-07-01,Maharashtra,Mumbai City,2739,2900
2025-07-01,Maharashtra,Mumbai Suburban,10403,10805
2025-07-01,Maharashtra,Nagpur,12330,29230
2025-07-01,Maharashtra,Nanded,14898,31768
2025-07-01,Maharashtra,Nandurbar,14572,22262
2025-07-01,Maharashtra,Nashik,31999,51939
2025-07-01,Maharashtra,Osmanabad,8657,13940
2025-07-01,Maharashtra,Palghar,10490,9575
2025-07-01,Maharashtra,Parbhani,11183,18014
2025-07-01,Maharashtra,Pune,35816,47184
2025-07-01,Maharashtra,Raigad,407,1361
2025-07-01,Maharashtra,Raigarh,10771,12065
2025-07-01,Maharashtra,Ratnagiri,5676,10382
2025-07-01,Maharashtra,Sangli,10245,15780
2025-07-01,Maharashtra,Satara,11727,14235
2025-07-01,Maharashtra,Sindhudurg,1209,2507
2025-07-01,Maharashtra,Solapur,18537,26604
2025-07-01,Maharashtra,Thane,22971,51690
2025-07-01,Maharashtra,Wardha,4002,8577
2025-07-01,Maharashtra,Washim,6434,11293
2025-07-01,Maharashtra,Yavatmal,12429,24848
2025-07-01,Manipur,Bishnupur,6130,3699
2025-07-01,Manipur,Chandel,918,665
2025-07-01,Manipur,Churachandpur,2322,1339
2025-07-01,Manipur,Imphal East,15227,6961
2025-07-01,Manipur,Imphal West,10905,8065
2025-07-01,Manipur,Jiribam,175,317
2025-07-01,Manipur,Kakching,473,313
2025-07-01,Manipur,Senapati,3963,1389
2025-07-01,Manipur,Tamenglong,703,557
2025-07-01,Manipur,Thoubal,10306,9173
2025-07-01,Manipur,Ukhrul,1854,1300
2025-07-01,Meghalaya,East Garo Hills,177,194
2025-07-01,Meghalaya,East Jaintia Hills,259,122
2025-07-01,Meghalaya,East Khasi Hills,1209,1990
2025-07-01,Meghalaya,North Garo Hills,101,49
2025-07-01,Meghalaya,Ri Bhoi,339,215
2025-07-01,Meghalaya,South Garo Hills,58,55
2025-07-01,Meghalaya,South West Garo Hills,288,277
2025-07-01,Meghalaya,South West Khasi Hills,178,164
2025-07-01,Meghalaya,West Garo Hills,1619,5214
2025-07-01,Meghalaya,West Jaintia Hills,495,249
2025-07-01,Meghalaya,West Khasi Hills,638,470
2025-07-01,Mizoram,Aizawl,1355,1189
2025-07-01,Mizoram,Champhai,256,410
2025-07-01,Mizoram,Kolasib,333,273
2025-07-01,Mizoram,Lawngtlai,549,566
2025-07-01,Mizoram,Lunglei,945,876
2025-07-01,Mizoram,Mamit,486,151
2025-07-01,Mizoram,Mammit,59,63
2025-07-01,Mizoram,Saiha,105,123
2025-07-01,Mizoram,Serchhip,134,288
2025-07-01,Nagaland,Chumukedima,35,72
2025-07-01,Nagaland,Dimapur,719,2088
2025-07-01,Nagaland,Kiphire,119,361
2025-07-01,Nagaland,Kohima,407,1659
2025-07-01,Nagaland,Longleng,94,389
2025-07-01,Nagaland,Mokokchung,210,819
2025-07-01,Nagaland,Mon,579,1548
2025-07-01,Nagaland,Noklak,32,65
2025-07-01,Nagaland,Peren,157,281
2025-07-01,Nagaland,Phek,168,867
2025-07-01,Nagaland,Shamator,18,49
2025-07-01,Nagaland,Tuensang,304,989
2025-07-01,Nagaland,Wokha,255,662
2025-07-01,Nagaland,Zunheboto,159,759
2025-07-01,Odisha,Angul,3713,4297
2025-07-01,Odisha,Anugul,35,105
2025-07-01,Odisha,Balangir,6393,5931
2025-07-01,Odisha,Baleshwar,311,1558
2025-07-01,Odisha,Baleswar,5307,5889
2025-07-01,Odisha,Bargarh,5240,5210
2025-07-01,Odisha,Baudh,75,407
2025-07-01,Odisha,Bhadrak,11300,6177
2025-07-01,Odisha,Boudh,1028,1442
2025-07-01,Odisha,Cuttack,13774,10106
2025-07-01,Odisha,Debagarh,699,933
2025-07-01,Odisha,Dhenkanal,4705,5598
2025-07-01,Odisha,Gajapati,2985,3153
2025-07-01,Odisha,Ganjam,10033,11549
2025-07-01,Odisha,JAJPUR,4309,2460
2025-07-01,Odisha,Jagatsinghapur,2739,2910
2025-07-01,Odisha,Jagatsinghpur,251,1019
2025-07-01,Odisha,Jajapur,4633,4328
2025-07-01,Odisha,Jajpur,13,40
2025-07-01,Odisha,Jharsuguda,1157,1690
2025-07-01,Odisha,Kalahandi,6146,6890
2025-07-01,Odisha,Kandhamal,2908,4518
2025-07-01,Odisha,Kendrapara,4539,4901
2025-07-01,Odisha,Kendujhar,3841,6328
2025-07-01,Odisha,Khorda,7496,6511
2025-07-01,Odisha,Khordha,245,979
2025-07-01,Odisha,Koraput,6856,8742
2025-07-01,Odisha,Malkangiri,2505,3391
2025-07-01,Odisha,Mayurbhanj,6919,9723
2025-07-01,Odisha,NUAPADA,14,34
2025-07-01,Odisha,Nabarangapur,5452,7548
2025-07-01,Odisha,Nayagarh,4912,4432
2025-07-01,Odisha,Nuapada,3722,3783
2025-07-01,Odisha,Puri,3998,4630
2025-07-01,Odisha,Rayagada,3802,4491
2025-07-01,Odisha,Sambalpur,2755,3429
2025-07-01,Odisha,Sonapur,1587,1641
2025-07-01,Odisha,Subarnapur,253,664
2025-07-01,Odisha,Sundargarh,323,1184
2025-07-01,Odisha,Sundergarh,6165,6351
2025-07-01,Odisha,jajpur,20,13
2025-07-01,Orissa,Balangir,272,1171
2025-07-01,Orissa,Baleshwar,74,244
2025-07-01,Orissa,Bargarh,13,72
2025-07-01,Orissa,Bhadrak,332,626
2025-07-01,Orissa,Cuttack,191,834
2025-07-01,Orissa,Dhenkanal,28,92
2025-07-01,Orissa,Ganjam,141,561
2025-07-01,Orissa,Jajapur,21,53
2025-07-01,Orissa,Khordha,232,1366
2025-07-01,Orissa,Koraput,11,65
2025-07-01,Orissa,Malkangiri,14,28
2025-07-01,Orissa,Nayagarh,28,81
2025-07-01,Orissa,Puri,90,237
2025-07-01,Orissa,Rayagada,11,117
2025-07-01,Orissa,Sundargarh,26,134
2025-07-01,Pondicherry,Karaikal,10,177
2025-07-01,Pondicherry,Pondicherry,464,2255
2025-07-01,Puducherry,Karaikal,462,1079
2025-07-01,Puducherry,Puducherry,1649,1909
2025-07-01,Punjab,Amritsar,8552,15395
2025-07-01,Punjab,Barnala,2004,3223
2025-07-01,Punjab,Bathinda,5546,8178
2025-07-01,Punjab,Faridkot,1787,3046
2025-07-01,Punjab,Fatehgarh Sahib,2739,3176
2025-07-01,Punjab,Fazilka,4148,4799
2025-07-01,Punjab,Ferozepur,4063,4888
2025-07-01,Punjab,Firozpur,282,1359
2025-07-01,Punjab,Gurdaspur,9071,13493
2025-07-01,Punjab,Hoshiarpur,5781,9416
2025-07-01,Punjab,Jalandhar,6974,13463
2025-07-01,Punjab,Kapurthala,2332,5397
2025-07-01,Punjab,Ludhiana,13826,16550
2025-07-01,Punjab,Malerkotla,1239,1633
2025-07-01,Punjab,Mansa,2809,5296
2025-07-01,Punjab,Moga,3353,5855
2025-07-01,Punjab,Muktsar,113,1060
2025-07-01,Punjab,Nawanshahr,10,135
2025-07-01,Punjab,Pathankot,2600,2627
2025-07-01,Punjab,Patiala,10437,10509
2025-07-01,Punjab,Rupnagar,3398,4684
2025-07-01,Punjab,S.A.S Nagar(Mohali),152,367
2025-07-01,Punjab,SAS Nagar (Mohali),8998,4704
2025-07-01,Punjab,Sangrur,5804,7704
2025-07-01,Punjab,Shaheed Bhagat Singh Nagar,2111,2925
2025-07-01,Punjab,Sri Muktsar Sahib,3323,4421
2025-07-01,Punjab,Tarn Taran,4077,7885
2025-07-01,Rajasthan,Ajmer,12566,9786
2025-07-01,Rajasthan,Alwar,20798,16711
2025-07-01,Rajasthan,Banswara,10826,4957
2025-07-01,Rajasthan,Baran,6027,5387
2025-07-01,Rajasthan,Barmer,23513,12754
2025-07-01,Rajasthan,Bharatpur,17363,10760
2025-07-01,Rajasthan,Bhilwara,11332,6565
2025-07-01,Rajasthan,Bikaner,9863,10850
2025-07-01,Rajasthan,Bundi,6222,4698
2025-07-01,Rajasthan,Chittaurgarh,67,246
2025-07-01,Rajasthan,Chittorgarh,7069,4612
2025-07-01,Rajasthan,Churu,10220,9844
2025-07-01,Rajasthan,Dausa,8467,8065
2025-07-01,Rajasthan,Dhaulpur,21,81
2025-07-01,Rajasthan,Dholpur,9073,4046
2025-07-01,Rajasthan,Dungarpur,9721,4243
2025-07-01,Rajasthan,Ganganagar,7062,9165
2025-07-01,Rajasthan,Hanumangarh,7269,8211
2025-07-01,Rajasthan,Jaipur,22771,29686
2025-07-01,Rajasthan,Jaisalmer,5152,2941
2025-07-01,Rajasthan,Jalor,8073,6765
2025-07-01,Rajasthan,Jhalawar,6565,5592
2025-07-01,Rajasthan,Jhunjhunu,26,94
2025-07-01,Rajasthan,Jhunjhunun,6267,9958
2025-07-01,Rajasthan,Jodhpur,20273,15978
2025-07-01,Rajasthan,Karauli,7618,4864
2025-07-01,Rajasthan,Kota,10305,7237
2025-07-01,Rajasthan,Nagaur,17118,14957
2025-07-01,Rajasthan,Pali,14535,12828
2025-07-01,Rajasthan,Pratapgarh,7940,3626
2025-07-01,Rajasthan,Rajsamand,5454,4391
2025-07-01,Rajasthan,Sawai Madhopur,7033,5684
2025-07-01,Rajasthan,Sikar,10536,13867
2025-07-01,Rajasthan,Sirohi,5189,5456
2025-07-01,Rajasthan,Tonk,7263,5808
2025-07-01,Rajasthan,Udaipur,17820,11986
2025-07-01,Sikkim,East,239,385
2025-07-01,Sikkim,East Sikkim,258,228
2025-07-01,Sikkim,North Sikkim,35,27
2025-07-01,Sikkim,South,90,199
2025-07-01,Sikkim,South Sikkim,130,113
2025-07-01,Sikkim,West,131,256
2025-07-01,Sikkim,West Sikkim,207,152
2025-07-01,Tamil Nadu,Ariyalur,2082,7913
2025-07-01,Tamil Nadu,Chengalpattu,170,316
2025-07-01,Tamil Nadu,Chennai,9087,20039
2025-07-01,Tamil Nadu,Coimbatore,8417,24083
2025-07-01,Tamil Nadu,Cuddalore,6276,11973
2025-07-01,Tamil Nadu,Dharmapuri,3967,5567
2025-07-01,Tamil Nadu,Dindigul,5625,18926
2025-07-01,Tamil Nadu,Erode,4075,12996
2025-07-01,Tamil Nadu,Kallakurichi,156,255
2025-07-01,Tamil Nadu,Kancheepuram,8803,18890
2025-07-01,Tamil Nadu,Kanniyakumari,2013,6950
2025-07-01,Tamil Nadu,Kanyakumari,1300,1404
2025-07-01,Tamil Nadu,Karur,2191,4956
2025-07-01,Tamil Nadu,Krishnagiri,5161,7635
2025-07-01,Tamil Nadu,Madurai,7886,18812
2025-07-01,Tamil Nadu,Mayiladuthurai,150,120
2025-07-01,Tamil Nadu,Nagapattinam,3426,6495
2025-07-01,Tamil Nadu,Namakkal,2880,12405
2025-07-01,Tamil Nadu,Perambalur,1772,5847
2025-07-01,Tamil Nadu,Pudukkottai,4593,11139
2025-07-01,Tamil Nadu,Ramanathapuram,3995,8671
2025-07-01,Tamil Nadu,Ranipet,10,15
2025-07-01,Tamil Nadu,Salem,8818,19837
2025-07-01,Tamil Nadu,Sivaganga,3362,8009
2025-07-01,Tamil Nadu,Tenkasi,256,363
2025-07-01,Tamil Nadu,Thanjavur,6062,14689
2025-07-01,Tamil Nadu,The Nilgiris,2341,3591
2025-07-01,Tamil Nadu,Theni,2977,7323
2025-07-01,Tamil Nadu,Thiruvallur,36,109
2025-07-01,Tamil Nadu,Thiruvarur,2053,5440
2025-07-01,Tamil Nadu,Thoothukkudi,3939,9559
2025-07-01,Tamil Nadu,Tiruchirappalli,6292,19136
2025-07-01,Tamil Nadu,Tirunelveli,6079,17263
2025-07-01,Tamil Nadu,Tirupattur,391,430
2025-07-01,Tamil Nadu,Tiruppur,5752,12130
2025-07-01,Tamil Nadu,Tiruvallur,10464,18391
2025-07-01,Tamil Nadu,Tiruvannamalai,6253,8757
2025-07-01,Tamil Nadu,Vellore,6822,13370
2025-07-01,Tamil Nadu,Villupuram,5900,5313
2025-07-01,Tamil Nadu,Viluppuram,1439,7298
2025-07-01,Tamil Nadu,Virudhunagar,3437,9655
2025-07-01,Telangana,Adilabad,4555,5343
2025-07-01,Telangana,Bhadradri Kothagudem,1103,1656
2025-07-01,Telangana,Hanumakonda,242,1032
2025-07-01,Telangana,Hyderabad,16549,15162
2025-07-01,Telangana,Jagitial,533,684
2025-07-01,Telangana,Jangoan,262,470
2025-07-01,Telangana,Jayashankar Bhupalpally,183,351
2025-07-01,Telangana,Jogulamba Gadwal,592,1038
2025-07-01,Telangana,K.v. Rangareddy,14804,21727
2025-07-01,Telangana,Kamareddy,714,1167
2025-07-01,Telangana,Karimnagar,6778,9569
2025-07-01,Telangana,Khammam,4649,2959
2025-07-01,Telangana,Komaram Bheem,354,695
2025-07-01,Telangana,Mahabubabad,460,707
2025-07-01,Telangana,Mahabubnagar,12240,15416
2025-07-01,Telangana,Mancherial,446,746
2025-07-01,Telangana,Medak,6660,8427
2025-07-01,Telangana,Medchal-malkajgiri,1379,2251
2025-07-01,Telangana,Mulugu,202,557
2025-07-01,Telangana,Nagarkurnool,582,947
2025-07-01,Telangana,Nalgonda,8640,9435
2025-07-01,Telangana,Narayanpet,416,726
2025-07-01,Telangana,Nirmal,489,1008
2025-07-01,Telangana,Nizamabad,6278,8344
2025-07-01,Telangana,Peddapalli,219,527
2025-07-01,Telangana,Rajanna Sircilla,311,610
2025-07-01,Telangana,Rangareddy,95,328
2025-07-01,Telangana,Sangareddy,1207,1355
2025-07-01,Telangana,Siddipet,456,669
2025-07-01,Telangana,Suryapet,964,1639
2025-07-01,Telangana,Vikarabad,800,1220
2025-07-01,Telangana,Wanaparthy,493,855
2025-07-01,Telangana,Warangal,5510,5997
2025-07-01,Telangana,Warangal Rural,307,638
2025-07-01,Telangana,Warangal Urban,469,732
2025-07-01,Telangana,Yadadri.,617,1074
2025-07-01,Tripura,Dhalai,1927,2054
2025-07-01,Tripura,Dhalai  *,11,53
2025-07-01,Tripura,Gomati,850,369
2025-07-01,Tripura,Khowai,616,292
2025-07-01,Tripura,North Tripura,2731,3345
2025-07-01,Tripura,Sepahijala,1255,720
2025-07-01,Tripura,South Tripura,1679,3621
2025-07-01,Tripura,Unakoti,586,537
2025-07-01,Tripura,West Tripura,3150,6871
2025-07-01,Uttar Pradesh,Agra,25297,14465
2025-07-01,Uttar Pradesh,Aligarh,20477,9025
2025-07-01,Uttar Pradesh,Allahabad,28098,12988
2025-07-01,Uttar Pradesh,Ambedkar Nagar,8596,5053
2025-07-01,Uttar Pradesh,Amethi,8293,5470
2025-07-01,Uttar Pradesh,Amroha,6705,4035
2025-07-01,Uttar Pradesh,Auraiya,7935,3128
2025-07-01,Uttar Pradesh,Ayodhya,547,725
2025-07-01,Uttar Pradesh,Azamgarh,13830,12796
2025-07-01,Uttar Pradesh,Baghpat,5019,3099
2025-07-01,Uttar Pradesh,Bahraich,14903,5345
2025-07-01,Uttar Pradesh,Ballia,12106,9232
2025-07-01,Uttar Pradesh,Balrampur,7980,5169
2025-07-01,Uttar Pradesh,Banda,9945,4481
2025-07-01,Uttar Pradesh,Bara Banki,16204,8272
2025-07-01,Uttar Pradesh,Barabanki,113,484
2025-07-01,Uttar Pradesh,Bareilly,24753,9354
2025-07-01,Uttar Pradesh,Basti,10723,5993
2025-07-01,Uttar Pradesh,Bhadohi,428,466
2025-07-01,Uttar Pradesh,Bijnor,20191,11771
2025-07-01,Uttar Pradesh,Budaun,12639,5067
2025-07-01,Uttar Pradesh,Bulandshahr,18090,7419
2025-07-01,Uttar Pradesh,Chandauli,9406,4617
2025-07-01,Uttar Pradesh,Chitrakoot,5230,2645
2025-07-01,Uttar Pradesh,Deoria,13291,10787
2025-07-01,Uttar Pradesh,Etah,7001,4246
2025-07-01,Uttar Pradesh,Etawah,7306,4728
2025-07-01,Uttar Pradesh,Faizabad,11651,4541
2025-07-01,Uttar Pradesh,Farrukhabad,7467,3117
2025-07-01,Uttar Pradesh,Fatehpur,14564,6898
2025-07-01,Uttar Pradesh,Firozabad,9038,5198
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,6440,6746
2025-07-01,Uttar Pradesh,Ghaziabad,14723,15791
2025-07-01,Uttar Pradesh,Ghazipur,12276,8760
2025-07-01,Uttar Pradesh,Gonda,14335,8011
2025-07-01,Uttar Pradesh,Gorakhpur,14086,16858
2025-07-01,Uttar Pradesh,Hamirpur,9440,3201
2025-07-01,Uttar Pradesh,Hapur,4540,2520
2025-07-01,Uttar Pradesh,Hardoi,18208,7926
2025-07-01,Uttar Pradesh,Hathras,8261,3770
2025-07-01,Uttar Pradesh,Jalaun,7687,4260
2025-07-01,Uttar Pradesh,Jaunpur,16814,11657
2025-07-01,Uttar Pradesh,Jhansi,10327,6861
2025-07-01,Uttar Pradesh,Kannauj,6587,3188
2025-07-01,Uttar Pradesh,Kanpur Dehat,8730,3737
2025-07-01,Uttar Pradesh,Kanpur Nagar,12578,13989
2025-07-01,Uttar Pradesh,Kasganj,6998,3642
2025-07-01,Uttar Pradesh,Kaushambi,10133,3432
2025-07-01,Uttar Pradesh,Kheri,24916,6613
